nombre,seguidores,amigos,tweets,localizacion,verificado,idioma,protected
Adrimarc1974,55,207,1530,Valencia,False,es,False
JuaniSols2,8,15,31,Valencia,False,es,False
MartaFeHe,28,97,542,Valencia,False,es,False
Elmundoatspies,1298,1054,7737,Vlc,False,es,False
dav_izq,78,549,160,Valencia,False,es,False
Vicepre53506605,14,306,5,,False,es,False
OrfebresR,402,651,1456,Valencia,False,es,False
Palofita,14,118,102,Adivinalo,False,es,False
Jdfuster,4,40,0,,False,es,False
ramonlisgaliana,9,22,2,España,False,es,False
LucieLctr,4,46,19,Pessac,False,es,False
63golfos,36,125,618,,False,es,False
guachufer,13,21,37,,False,es,False
victorCortina0,4,31,14,,False,es,False
VerdsEquo_,2136,527,7343,Valencia,False,es,False
Wafo00,8,111,27,Guadix,False,es,False
vialeorti,63,290,757,Valencia,False,es,False
ConJdeJota,187,440,4559,En los cerros de \u00dabeda,False,es,False
NcBego,11,104,155,,False,es,False
jardiaz1,356,780,11574,Valencia,False,es,False
Lidi_1983,79,162,285,,False,es,False
AivavV,20,63,111,,False,es,False
xabalopez,10,657,6,,False,es,False
Jorge_vlc_,37,114,25,,False,es,False
naxosepul,28,101,14,,False,es,False
Dontcutyourhair,251,634,3560,Madrid/Val\u00e8ncia,False,es,False
lucia_grc,15,34,21,,False,es,False
elironista,80,505,686,,False,es,False
josesanfalco,3,26,30,Valencia,False,es,False
Teresballester,255,177,1965,,False,es,False
NicolasPalermos,6,61,25,,False,es,False
nachocape,221,796,6844,,False,es,False
Mery_de_moda,9,118,42,,False,es,False
gisbertjorda,122,2647,754,,False,es,False
elenaplasenfer,11,98,0,,False,es,False
avidavi17,16,56,0,Valencia,False,en,False
Abel_Ros,9509,7176,17061,ESPA\u00d1A,True,es,False
Fanivader,23,112,336,Valencia,False,es,False
VicenteVcia,31,356,173,,False,en,False
Maria_Alageisa,60,114,344,Valencia,False,es,False
Maribel_Bela,9,29,20,,False,es,False
cmuncharaz,92,109,470,España,False,en,False
PalomaSolerBoix,27,198,111,,False,es,False
1981calabuig,107,665,1263,,False,es,False
Lola06399832,2,11,1,Valencia,False,es,False
angelajulve,237,732,563,Valencia,False,es,False
terevaldb,7,105,545,,False,es,False
Caminacamina7,12,107,8,Burjassot,False,es,False
Amigosnaugran,13,72,20,,False,es,False
Anna_lapetana,4,66,6,Carcaixent,False,es,False
Henriksen1969,59,328,114,Valencia,False,es,False
rosagirbes83,23,310,18,Valencia,False,es,False
VicentPic,8,311,12,,False,en,False
castellarF1,33,179,103,,False,es,False
scavinogiu,256,599,1461,Caracas,False,es,False
InmaVijuescas,83,117,956,,False,es,False
jordijuvanteny,106,257,1207,Masies de Roda i Roda de Ter,False,ca,False
ania_zawisza,46,564,97,,False,ca,False
SergioBleda,175,437,2349,FasciSpain,False,es,False
mayuma35,30,798,11,puerto de sagunto,False,es,False
jcpage3,88,337,4462,K\u00f6ln,False,es,False
Espumosah,815,431,76084,La Espa\u00f1a de provincias,False,es,False
chompergames,495,2275,11859,,False,es,False
Asiesna,34,148,11,Valencia,False,es,False
_ClaraEstrela,71,294,766,Valencia,False,es,False
gofrimaan,71,1502,0,,False,es,False
Adr1one,64,475,6235,Papachiro,False,es,False
FLAPIJOSE,50,1270,46,Valencia,False,es,False
MariaParcet,4,92,15,,False,es,False
totalzira,932,474,15728,Valencia-España,False,es,False
RamonMolinaryM,843,1535,1167,Talavera de la Reina,False,es,False
jvbeleng18,136,1366,153,benetusser,False,es,False
ana_aimares,46,185,522,,False,es,False
Carlos_Oneinmob,60,535,243,Valencia,False,es,False
Isabeli65587133,7,20,13,,False,es,False
Oswaldomingo,280,956,3026,,False,es,False
cuadrosdomingo,348,605,1480,39.457847,False,es,False
Gisela__Ibiza,13,127,44,,False,es,False
MonicaTamarit,1,8,0,,False,en,False
ximoval2012,12,79,38,,False,es,False
BesoAlbert,12,93,297,Montserrat,False,es,False
AdriChaques,23,702,70,Catarroja,False,es,False
MITENPLUS,115,784,1078,,False,es,False
josecarsanz,14,77,1138,Valencia,False,ca,False
sentorum,139,748,1389,Valencia,False,es,False
RuthWellbeing,207,449,694,Moseley,False,es,False
M_katxx_,308,536,9269,x,False,es,False
GinerRaquel,100,205,24,,False,es,False
mar_godina,8,50,47,Valencia,False,es,False
carmen_monton,10,191,86,,False,es,False
joseminerin,223,1885,20,,False,es,False
murilosandroni,23,200,3,,False,en,False
Cristian000098,55,205,7653,Valencia,False,es,False
AdelaidaFerre,520,1076,2754,,False,ca,False
Yaizamoliner,186,457,7578,Tenerife y La Vall d'Uixo,False,es,False
Pausanse,94,576,468,N\u00e0quera-Valencia,False,es,False
LuciaPiqueres,397,606,5078,Valencia,False,es,False
JSampC,50,67,1333,,False,es,False
MZapata_84,55,575,259,,False,es,False
ElleBellees,307,570,2880,España,False,es,False
_shm18_,0,109,1,,False,en,False
david23andres,189,364,1341,Catarroja,False,es,False
lunimail,14,134,30,Comunidad Valenciana,False,es,False
boludacm,1649,439,2953,,False,es,False
IsabelQuilis,97,176,7359,Valenciana de coraz\u00f3n,False,es,False
evagomezmusica,485,886,985,Almenara (Pa\u00eds Valenci\u00e0),False,es,False
Juanba_Mico,471,646,1037,Valencia,False,es,False
Kathe_Marles,218,73,2978,Bogot\u00e1,False,es,False
DavidPo260896,190,667,3579,Valencia,False,es,False
Mevea1965,52,118,233,Valencia,False,es,False
Pauula90,390,552,22902,Sueca (Valencia) - Cartagena ,False,es,False
vlcpaco,150,462,1041,,False,es,False
EDiUV,150,519,75,Val\u00e8ncia,False,es,False
herick_campos,4402,3239,5801,LA VILA JOIOSA,False,es,False
magda121264,7,41,4,,False,es,False
javifm1,144,581,4777,,False,es,False
adlpz,74,158,482,Benimaclet,False,es,False
alexgares98,291,307,1937,Valencia,False,es,False
antoniobusrod,66,192,142,Valencia,False,en,False
martandyou,87,85,37,,False,es,False
Rebeca_Snz,169,574,1129,Valencia,False,es,False
EvaBruji,8,78,58,Valencia,False,es,False
crisrocan84,47,181,99,,False,es,False
pacolivencia,43,153,265,El Universo,False,es,False
conensal71,26,256,50,,False,es,False
KHIDALGA,41,368,669,,False,en,False
DaniiSSO,151,292,1407,,False,en,False
consolnoverques,18,41,34,Valencia,False,es,False
prenscafe,11,69,10,Valencia,False,es,False
Tarafcb,673,518,67816,Valencia,False,es,False
PilarFont3,40,273,1649,Comunidad Valenciana,False,es,False
paula_cc8,75,186,834,,False,es,False
SaraSmc3112,13,67,33,,False,es,False
alexcanvit,121,280,2925,Valencia,False,es,False
dicksonjulie1,709,1312,31260,Oxfordshire,False,en,False
Oscassa76,9,98,471,,False,es,False
Franciscobcf,706,1896,3436,,False,es,False
Marattes,9,34,17,Roma,False,it,False
DavidBreso,409,278,7322,Valencia,False,es,False
DaniellitaGC,165,164,1421,España,False,en,False
gugeli96,239,1023,1234,Vienna,False,es,False
sandrasanchis,259,459,9484,Patraix,False,es,False
JesCanGar,19,340,184,,False,es,False
miguelbeneyto,594,784,8768,,False,es,False
daferma2,199,384,3672,Gol Orriols,False,es,False
Tricia_MarAzul,714,1962,293,Valencia,False,es,False
luisitamarigi,2,29,1,Comunidad Valenciana,False,es,False
rnatxo,155,455,413,Valencia,False,es,False
bichobolulla,74,314,177,Valencia,False,es,False
ADiazGago,212,238,8924,,False,es,False
francescgaliano,307,384,5659,,False,ca,False
rozas58,2,28,12,,False,es,False
Brainmary,1,36,402,,False,es,False
esm0874,23,1038,0,Valencia,False,es,False
mariajis474,5,57,194,Valencia,False,es,False
guillemfr00,40,234,599,Valencia,False,es,False
ElisaHdez7,52,202,95,Valencia,False,es,False
voro_luzzy77,252,569,6426,Valencia,False,es,False
mrcartiga,100,350,438,,False,ca,False
dahime82,58,142,904,Valencia,False,es,False
the_mindflayer,464,635,17620,Valencia,False,es,False
Diegomuvi7,539,1153,16151,Valencia,False,es,False
gartenzwerg_VLC,359,623,42978,Valencia,False,es,False
guillem_24899,664,289,2237,Pego,False,es,False
Kenshi_esp,1405,1332,48194,\u57fc\u7389\u770c,False,es,False
waycolmena,610,742,1710,Calle Gobernador Viejo 29,False,es,False
Humanitat_Rebel,7,214,181,,False,ca,False
CGMaiques,40,123,420,Mislata,False,es,False
charlestomas,205,1271,1820,Valencia,False,es,False
JavierG34326119,160,1574,22,,False,es,False
Lolamg8,65,389,104,Valencia,False,es,False
Serisola,1428,2274,8253,Valencia,False,es,False
HiWeb10,0,4,0,,False,es,False
Rosangim,26,69,14,,False,es,False
saneunbyum,10239,406,1,,False,es,False
GVA_Valldigna,1243,381,1670,Simat de la Valldigna,False,ca,False
xferreti,73,296,260,,False,en-gb,False
AgriUrbanaRosar,2615,3397,12084,Rosario Santa Fe Argentina,False,es,False
Raicsa,33,74,342,,False,es,False
afocacv_info,108,278,636,Valencia,False,es,False
MiguelPicazoMa1,43,326,292,Valencia,False,es,False
AlfonsoEstelles,7,23,105,Valencia,False,es,False
anna_manicone,768,1574,2123,Varese,False,es,False
pla_loteaielo,33,227,142,,False,es,False
adrian_alberola,33,207,77,,False,es,False
Lunaeth,83,716,50,Valencia,False,es,False
WillyMirabet,12,177,2,Valencia,False,es,False
pnavarro000,8,37,40,,False,es,False
encarnagommez,13,103,223,Picanya,False,es,False
julioconesa,536,354,2983,Valencia,False,es,False
Iniherpaula,29,81,77,,False,es,False
comayaparteblog,37,188,123,Valencia,False,es,False
jgaral54,2,17,0,,False,es,False
byraul_11,341,189,2830,valencia/alginet,False,es,False
mpsanchis,137,99,1632,Valencia,False,es,False
erikachirinos13,9,91,46,Carabobo,False,es,False
BlackUve,230,789,6380,,False,es,False
jvsbach,59,324,1354,,False,es,False
Concha_Mv,188,230,7935,,False,es,False
olaya16277,20,66,42,,False,es,False
gisbert_jorda,607,5001,718,Valencia,False,es,False
ncomunitat,602,270,29553,Valencia,False,es,False
sotoribera,84,86,425,Moncofa (Castell\u00f3n),False,es,False
mjuanfe,54,78,242,Valencia,False,es,False
wonkacenter,34,91,29,,False,es,False
MariaRAriasPar2,2335,5001,9145,,False,es,False
RTVP_POBLE,363,659,3053,,False,es,False
en_valenciano,27,120,906,Valencia,False,es,False
vmengo1,92,165,237,España,False,es,False
JaimeSuarez96,11710,851,17642,Valencia,False,es,False
paco6111,3,33,1,,False,es,False
AnaValePer,644,2483,905,España,False,es,False
BeatrizGallardo,872,1189,13961,Valencia,False,es,False
albertocama,34,401,1303,Valencia,False,es,False
dalealalto,180,581,4631,,False,es,False
8Neme,1,171,0,,False,es,False
trefess,210,310,6703,Valencia,False,es,False
evagnm,16,109,83,,False,es,False
ClauMon9,301,2407,1031,,False,es,False
LauraMusicorda,84,195,348,,False,es,False
isabellagusti,78,210,516,,False,en,False
RenierisV,7,39,4,calle. brasil. 75,False,es,False
SentoRoig,147,247,957,Valencia,False,es,False
rulovlc_10,89,379,605,Valencia,False,es,False
jjmiret,243,285,21038,Valencia,False,es,False
mhcampillo,568,1412,863,,False,es,False
bel_cg,82,145,727,,False,es,False
revibas,170,787,2396,,False,es,False
XFerrandis,5,66,0,Valencia,False,es,False
elvi_vcia,52,341,157,,False,es,False
Ismael_Marco,216,617,2501,Valencia,False,es,False
AmorToni,730,4653,794,,False,es,False
freyjavanir89,13,46,40,,False,es,False
amparocervera1,150,421,603,,False,es,False
Zaragoza1984,93,151,466,Valencia,False,es,False
pilovialvare,568,1305,5875,,False,es,False
guillemmc,29,211,283,,False,es,False
obri_lull,105,276,1412,,False,es,False
versiondigital,909,1537,6659,Valencia,False,es,False
vickybargal,34,253,735,Valencia,False,es,False
Nurgago,404,717,2167,Valencia,False,es,False
sandramv03,169,291,5389,España,False,es,False
PauerPa,9,130,0,,False,ca,False
MariaCebrianVLC,1374,473,19949,Valencia,False,es,False
Powon,41,290,1060,Vigo,False,es,False
rodrii_rt,49,367,154,London,False,es,False
Terelu_1980,41,271,523,,False,es,False
enalbarcas,165,813,1377,,False,es,False
Mr_Alicates,142,236,10802,Al fondo a la izquierda,False,es,False
dianaferrers,194,245,1872,Valencia,False,es,False
LexMerche,466,1254,603,Valencia,False,es,False
AlziraTurismo,981,1096,1926,Alzira ,False,es,False
AzulOscuro9,68,135,79,Valencia,False,es,False
javidof,153,579,3465,,False,es,False
cloudayan,37,114,3001,,False,es,False
alrocar,345,78,138,VLC - MAD,False,en,False
Virutilla,1,85,39,Valencia,False,es,False
Francis00987910,3,110,0,,False,es,False
g_lizan,16,79,11,,False,es,False
albert_m24,151,964,836,Valencia,False,es,False
6b10128bbf46485,471,1940,3199,,False,es,False
LudwigTuerme,87,564,793,Valencia,False,es,False
rosaestevanher,182,892,672,España,False,es,False
Checco_01,596,2282,33078,Venezia,False,it,False
MariaPuigNadal,555,527,7786,,False,es,False
rafa_mar_pe,291,2212,5496,Valencia,False,es,False
Mustapha_MLA,84,172,897,,False,es,False
oscarbarres1,161,515,680,Beniarj\u00f3,False,es,False
jose_jaem01,8,142,5,,False,es,False
EJRodriguezJD,1186,1880,19344,Valencia,False,es,False
AlbaCresp0,315,480,2125,Valencia,False,es,False
AmadorFlores75,54,277,260,,False,es,False
nenestoys,18,19,12,,False,es,False
cgc81,34,174,426,Sagunto,False,es,False
atorort,137,180,2915,España,False,es,False
mikealicante,2948,3344,82902,Alicante,False,es,False
Vane_Martinezz3,4,225,36,,False,en,False
Ortolanet65,55,192,93,,False,es,False
egea_fab,9,71,0,,False,es,False
mpegea,1,24,0,,False,es,False
elracodemeri,34,61,206,Valencia,False,es,False
llonganissa,310,542,1405,CineVa Producciones @cineva_,False,es,False
mefostio,582,344,8738,,False,es,False
MariajoBort,160,813,2946,Valencia,False,es,False
me_llaman_shey,63,78,965,,False,es,False
jordi_palmer,1552,2100,5156,Barcelona,False,es,False
LaFerreraRest,255,303,615,Valencia,False,es,False
Mtrujilloquilis,61,141,59,,False,es,False
GoauL_VLC,47,60,431,Valencia - Espa\u00f1a - Europa,False,es,False
pilipales,1,78,0,,False,es,False
DipuComarques,610,926,734,,False,es,False
Pilar4A,26,114,654,,False,es,False
sitorussafa,20,116,17,Valencia,False,es,False
YPortoles,7,34,0,,False,es,False
Egorude_rico,11,188,1,,False,es,False
Jsus_Cantos,305,261,1303,,False,es,False
perpicorreas,45,193,67,,False,es,False
ClaxonFreeman,62,714,369,Valencia,False,es,False
mcasensi,161,182,231,Valencia,False,es,False
avt90,29,585,16,Valencia,False,es,False
el_fabre,126,613,265,Valencia,False,es,False
jcrodri14,4,60,5,,False,es,False
paulaspat,141,312,220,Valencia,False,es,False
juberi85,266,780,328,Valencia,False,es,False
joaon_miro,190,542,1356,Madrid,False,ca,False
germafc,39,227,216,Bellreguard (la Safor),False,ca,False
Kevin__Mena,240,652,3970,Valencia-Barcelona,False,es,False
Els_quatre_gats,27225,809,41189,Valencia,False,es,False
celiacmarfe,24,68,37,,False,es,False
Cocreta_gn,36,100,58,Valencia,False,es,False
Aledoning,350,232,9747,Pa\u00eds Valenci\u00e0 \u2665,False,en,False
pablomolina95,105,450,396,Agullent,False,es,False
angelicabellver,359,955,206,Valencia,False,es,False
Silvia74475885,135,336,4887,,False,es,False
srto_Heredia,16,79,35,,False,es,False
juancim1993,192,266,1369,Valencia,False,es,False
InmaBonet1,2,20,3,Valencia,False,es,False
Dorisnovia,142,155,12605,Valencia,False,es,False
GabrielZahonero,419,334,4076,Bu\u00f1ol - Barcelona - Saar,False,es,False
mmmlentejas,212,149,22920,\u24cb,False,es,False
PEDROMA08242342,169,1470,375,,False,es,False
SPAINonymous,5386,3643,30121,Valencia,False,es,False
ellsviuen,36,249,1536,,False,es,False
pepitapita1,379,482,16034,,False,es,False
somiaor,54,225,267,Baix Maestrat,False,ca,False
guapiesnais,160,524,2889,en una pesadilla.,False,es,False
raquelalka,64,94,3369,,False,es,False
SalaFerrerCat,51,279,1371,,False,es,False
P_Jorda19,201,618,849,,False,es,False
jsr24n,266,360,9244,En alguna ciudad al este,False,es,False
santi_calvo_,2240,2271,11382,On a bike!,False,es,False
C_h_a_n,327,899,18242,,False,es,False
bienestoybien,38,100,1269,,False,ca,False
VicenteLizondo,1562,11,1792,Valencia,False,es,False
JoseGamiz_RH,179,566,713,Comunidad Valenciana,False,es,False
AlfreCampos,196,482,1302,Valencia,False,es,False
LadyWarmilade,222,755,29693,Valencia,False,es,False
FrancisRubio,22,144,71,40.452071,False,es,False
tonicalvera,169,225,152,Valencia,False,es,False
S4Vicente,0,9,1,,False,es,False
patmobar,69,302,5456,España,False,es,False
R_Ortega_,78,139,79,Valencia,False,es,False
cristianrb168,43,38,610,Valencia,False,es,False
TOMATATO2012,5,32,6,,False,es,False
LuisValero84,74,365,141,,False,es,False
pauinsanchez,45,946,141,Valencia,False,ca,False
wildburz,17,234,122,,False,es,False
AsmenEmpresa,39,113,358,Picanya,False,es,False
PAKOAM,43,430,572,Valencia,False,es,False
ElotroMrWhite,2,36,11,,False,es,False
BeachBol,431,660,426,Malvarrosa - Valencia,False,es,False
ucr_valencia,578,31,472,Valencia,False,es,False
JaumeMTelmaulet,113,318,462,Valencia,False,ca,False
HecMarVi,179,606,563,Valencia,False,es,False
UPYDCV,3229,941,14756,Comunitat Valenciana,False,es,False
AVACUconsumo,823,238,1454,Valencia,False,es,False
ManuelR69675493,2,151,0,,False,es,False
apolopezosa,5,133,8,,False,es,False
JonFatelevich,1670,1938,9125,España,False,es,False
Maskokotas,1686,352,9043,Comunidad Valenciana,False,es,False
jfvandellos,796,2359,519,Valencia,False,es,False
VeranoJJ,413,265,28007,M\u00e1s all\u00e1 del Muro/Valencia,False,es,False
rafaelchecafos,34,200,142,,False,es,False
v_almansa,112,271,2192,,False,es,False
TonoMestre,206,167,600,Del mundo,False,es,False
thegoodlearner,6,69,68,,False,es,False
Ladytweet9,47,527,61,,False,es,False
xemeraul85,93,455,930,Valencia,False,es,False
Anai_70,2,43,0,,False,es,False
idronesystems,315,1022,207,Valencia,False,es,False
lexferro,210,705,9458,Valencia,False,es,False
andresbertu,60,129,314,Villajoyosa,False,es,False
CheckinValencia,3525,2740,1264,Valencia,False,es,False
AssociacioAmbit,111,388,174,,False,es,False
avargues82,167,1314,67,Bellreguard,False,es,False
FRVDistribucion,432,938,479,Valencia,False,es,False
alicia_cervero,47,150,1739,London,False,en,False
vicenteFLorenzo,53,155,485,,False,es,False
avvac_info,1076,502,1425,Comunidad Valenciana,False,es,False
Merchy_pa,44,522,31,Castellon,False,es,False
xelocalabuig,883,840,33358,Valencia,False,es,False
CynthiaCruz94,124,279,9388,Valencia,False,es,False
Adolf_Marco,343,1756,3062,,False,ca,False
YasmineSp,262,739,1796,,False,en,False
_peniscola,9313,7040,8575,Pe\u00f1\u00edscola,False,es,False
femelletagalve,17,564,0,,False,es,False
franjhereva,20,103,154,,False,es,False
Pedroma77929095,417,2242,1997,,False,es,False
viiiirx92,13,133,115,,False,es,False
ferreir_melissa,106,936,30,Madrid,False,es,False
BenCernut,10,74,305,,False,es,False
ICOVValencia,606,261,1707,Av. del Cid,False,es,False
BailenLaura,32,229,59,Valencia,False,ca,False
bifitabarbera,2755,492,3877,Valencia,False,en,False
aldiagrupo,433,636,1764,España,False,es,False
ApuNahasapeema7,268,4971,4371,Valencia,False,es,False
rivalfer,61,860,537,España,False,es,False
PabloCabe04,304,237,112,,False,es,False
HectorRodenas,360,393,5688,Sector 3 Descubierto,False,es,False
glitchedmeeple,25,121,162,,False,es,False
marcos_vivancos,96,271,152,,False,es,False
iluminati_cat,8,93,134,,False,es,False
Itaca_PV,45,159,165,,False,es,False
jesusmonzo,686,521,3251,Catarroja,False,es,False
danihr,108,543,1076,Catarroja,False,es,False
senorita_pi,2,108,1,,False,es,False
trimarsa2,183,652,942,,False,es,False
ONGAESCO,1208,729,6288,,False,es,False
ACPP_PV,247,436,487,Valencia,False,es,False
Josejosete1973,44,149,124,,False,es,False
garcia_txus,77,223,382,Valencia,False,es,False
DraMHurtado,1143,888,14586,,False,es,False
LeGuideValencia,40,162,83,Valencia,False,es,False
SOMPassatge,1541,568,1879,sompassatge@gmail.com ,False,es,False
jnavalon35,0,12,2,,False,es,False
Chufa0,93,140,639,Valencia,False,es,False
ilusancor,20,161,97,,False,en,False
jordiboschlda,376,790,2530,Valencia,False,es,False
MonvitalPostres,144,245,543,,False,es,False
ferencz_,46,186,14,,False,es,False
Carmariaben,0,12,0,,False,es,False
anulig,11,57,458,,False,es,False
jorgemaclet,54,188,931,Valencia,False,es,False
sursulapitzi,117,499,2486,,False,es,False
